,date,Unnamed: 0,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND,doy_x,doy_y,min_temp_x,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD,year,min_temp_y,max_temp,GDD,cumulative_GDD,Bare_norm,Bare_norm7,VPD_kPa,N0_7,ND_7,VPD_7
304,2024-04-26,162.0,2024-04-26,5942.208333333333,0.0091736960209933,109.01288070788551,2373.511655899425,0.1006112447490618,2308.901672978593,0.096380869547526,5.183602772647576e-06,781.8895833333332,0.0875416666666666,0.0875416666666666,0.0681256391975778,0.0481721014492753,11.920833333333334,0.7295,781.8895833333332,67.8625,7.15625,2024-04-26,0.096380869547526,914.1481308418348,3155.411151859785,3069.516877810978,4576.818633667404,0.0863843784939522,0.1383843784939522,R4,6850.479418892169,117.0,117.0,3.0,6.897872340425532,780.936170212766,67.95744680851064,7.627526347574703,0.7142857142857143,318.7767286945955,2024.0,1.4,12.2,3.6,134.4,0.9417126632818191,0.952788245393449,0.3187767286945955,4629.137378139655,7045.976028966635,0.6277029359970214
305,2024-04-27,163.0,2024-04-27,5822.5,0.0092691167178707,107.90309462922706,2335.5310863477293,0.1110371918511511,2267.536500816534,0.1059608459472656,5.557083910032528e-06,781.0208333333334,0.0858749999999999,0.085875,0.0657686165936227,0.0465054347826087,9.71875,4.1598997,781.0208333333334,93.58958333333334,3.0,2024-04-27,0.1059608459472656,964.2385996279088,3104.9187464740644,3014.524889372944,4489.955812846889,0.084739744919579,0.136739744919579,R4,6702.785906106964,118.0,118.0,0.2,2.825,780.0041666666666,93.38333333333333,7.941812061860417,0.3142857142857143,49.51955174864131,2024.0,0.2,5.8,0.4000000000000003,134.8,0.9580249952024387,0.9559076079260467,0.04951955174864131,4612.4046076568175,7006.63680265407,0.5666736179381545
306,2024-04-28,164.0,2024-04-28,5414.166666666667,0.0096113134621425,104.05419166641728,2257.9727853269824,0.1336239843125716,2193.1140169497603,0.1242930094401041,5.478610083410809e-06,786.2875,0.0906874999999999,0.0906874999999999,0.0725745193625432,0.0513179347826086,9.71875,10.38,786.2875,82.9375,4.935416666666667,2024-04-28,0.1242930094401041,969.9319502262106,3001.81062507433,2915.585608852185,4378.637892609048,0.0894886243655815,0.1414886243655815,R4,6551.465272986953,119.0,119.0,1.8,4.75,785.0791666666668,82.74166666666666,8.48466920471756,0.5428571428571428,147.93925591963207,2024.0,1.8,9.8,2.4000000000000004,137.20000000000002,0.9768943189724377,0.9591630010044794,0.14793925591963208,4589.8208731283385,6958.835726224989,0.5271575291627343
307,2024-04-29,165.0,2024-04-29,5204.5,0.0098030296142406,102.01941559800268,2225.7705723985614,0.1442620453561765,2163.465052800887,0.132598876953125,5.3358277464545e-06,789.59375,0.1035,0.1035,0.0906941306304484,0.0641304347826086,9.947916666666666,4.4586,789.59375,79.71666666666667,5.575,2024-04-29,0.132598876953125,969.0236247661868,2959.0001246344664,2876.1694670001266,4411.768620338999,0.1021317449685756,0.1541317449685756,R4,6633.252941447247,120.0,120.0,0.2,6.248780487804877,788.3268292682927,76.06829268292684,8.798954919003275,0.3142857142857143,227.67143792272904,2024.0,-0.6,13.4,4.199999999999999,141.4,0.995715091601857,0.961752830549108,0.22767143792272904,4569.301919289237,6916.897442808504,0.5002837750406831
308,2024-04-30,166.0,2024-04-30,5470.583333333333,0.0095613124598154,104.59607767516204,2263.162885738725,0.131896850605382,2213.1475697701303,0.1189651489257812,4.190520797781933e-06,786.4645833333334,0.1184583333333333,0.1184583333333333,0.111848408500946,0.079088768115942,11.352083333333333,0.0,786.4645833333334,44.01666666666667,11.102083333333333,2024-04-30,0.1189651489257812,954.9666956558708,3008.710486163185,2942.2187605469103,4593.075481709851,0.116892331298575,0.168892331298575,R4,6974.707151480766,121.0,121.0,6.6,10.9,785.3145833333333,43.825,9.798954919003275,1.0,732.5297255179767,2024.0,3.4,17.4,6.199999999999999,147.6,0.9925350856644146,0.9624351271095402,0.7325297255179767,4573.64487620708,6923.678811216073,0.541227811697972
309,2024-05-01,167.0,2024-05-01,5595.875,0.0094547530828714,105.7830572578884,2294.687677751366,0.1225861553717009,2243.591646832664,0.1117210388183593,4.233126286590495e-06,785.1833333333334,0.1153125,0.1153125,0.1073995283359806,0.0759429347826086,10.820833333333333,0.0,785.1833333333334,55.54375,7.529166666666666,2024-05-01,0.1117210388183593,954.3496585183292,3050.620404755539,2982.6919471994506,4634.738533704201,0.1137880854269457,0.1657880854269456,R4,7031.757954751194,122.0,122.0,1.4,7.325,784.1083333333332,55.35,10.28466920471756,0.4857142857142857,457.4112945345327,2024.0,1.4,15.8,5.4,153.0,0.9871907917308854,0.9642920422838969,0.4574112945345327,4573.3415642756445,6919.592161334281,0.543407608792705
310,2024-05-02,168.0,2024-05-02,5445.958333333333,0.0095839129494074,104.3566943170868,2236.434462264567,0.1407219468228018,2190.628034792846,0.1252250671386718,3.890275561328615e-06,787.8208333333333,0.1143541666666666,0.1143541666666666,0.1060442403387064,0.0749846014492753,10.020833333333334,2.0428998,787.8208333333333,64.22083333333333,5.010416666666667,2024-05-02,0.1252250671386718,946.3824202340738,2973.1769907651906,2912.280676347744,4510.400197285173,0.112842421121681,0.164842421121681,R4,6853.552556402845,123.0,123.0,-3.8,4.791666666666667,786.7208333333333,64.02499999999999,10.28466920471756,0.0,309.2793519007424,2024.0,-3.8,14.2,4.6,157.6,0.9794254864537703,0.965547290326183,0.3092793519007424,4564.44563665535,6903.337144626735,0.5135714205636855
311,2024-05-03,169.0,2024-05-03,5697.625,0.009368872952526,106.74451576092372,2298.69514321911,0.1210801198987813,2263.255278829942,0.1066296895345052,2.9028038195120284e-06,786.1979166666666,0.11,0.11,0.0998865187858736,0.0706304347826086,11.5375,0.0,786.1979166666666,38.40416666666667,8.706249999999999,2024-05-03,0.1066296895345052,929.9256979349796,3055.9480386840187,3008.8333160594093,4604.434230736239,0.1085458159086311,0.1605458159086311,R4,7024.978846266496,124.0,124.0,-0.6,8.491666666666667,785.1604166666666,38.24166666666667,10.48466920471756,0.1999999999999999,685.0393027889614,2024.0,-0.6,17.4,6.199999999999999,163.79999999999998,0.9708371186630695,0.9657652266183411,0.6850393027889614,4560.7432112390625,6899.5643080436585,0.5223729901374708
312,2024-05-04,170.0,2024-05-04,5581.291666666667,0.0094669352374645,105.6456472799225,2312.2448871843267,0.1173185584835069,2266.6658868573586,0.105939229329427,3.724677614482247e-06,789.0,0.1010625,0.1010625,0.087246985072164,0.0616929347826086,11.291666666666666,0.0,789.0,54.270833333333336,7.058333333333334,2024-05-04,0.105939229329427,917.492834632238,3073.961437988977,3013.367471422659,4564.686524960192,0.0997264683660548,0.1517264683660548,R4,6916.410664218831,125.0,125.0,-3.4,6.866666666666667,788.0208333333334,54.10833333333333,10.48466920471756,0.0,455.5770445010441,2024.0,-3.4,19.0,7.0,170.79999999999998,0.9581962501697685,0.964295685458304,0.4555770445010441,4555.263676293388,6892.171474315432,0.5322537832496633
313,2024-05-05,171.0,2024-05-05,5844.041666666667,0.0092521657970977,108.10183894519812,2331.752912134305,0.1117354006347757,2281.402870389836,0.1024665832519531,4.087031696394857e-06,782.9479166666666,0.0938541666666666,0.0938541666666666,0.077052862310058,0.0544846014492753,12.897916666666667,0.0,782.9479166666666,34.50625,14.35,2024-05-05,0.1024665832519531,925.0470449256144,3099.895938594829,3032.959219399785,4546.95795361524,0.0926134281568906,0.1446134281568907,R4,6860.25703588723,126.0,126.0,9.8,14.15,781.9645833333334,34.30833333333333,11.434539138453744,0.9498699337361828,1060.4162120442156,2024.0,9.8,21.4,10.6,181.4,0.9508788081035998,0.9638343462855549,1.0604162120442155,4549.149130523402,6877.0616991197185,0.5733697317073008
314,2024-05-06,172.0,2024-05-06,5665.604166666667,0.0094049088307887,106.4073706535201,2223.183074045091,0.1482642105504036,2174.020379774932,0.1318257649739583,4.174612229357455e-06,780.4104166666666,0.1490625,0.1490625,0.1551292360660726,0.1096929347826087,11.047916666666666,10.2119,780.4104166666666,63.46875,5.03125,2024-05-06,0.1318257649739583,960.934045537556,2955.5602337286577,2890.202006660357,4708.963221837723,0.1470919153080029,0.1990919153080029,R4,7194.815163404866,127.0,127.0,-1.8,4.866666666666666,779.4875000000001,63.25833333333333,11.463110567025172,0.0285714285714285,317.5308044252125,2024.0,-1.8,9.0,2.0,183.4,0.961513811419408,0.9670957539464335,0.31753080442521253,4556.138290315604,6888.398363398882,0.5414233861647012
315,2024-05-07,173.0,2024-05-07,5381.166666666667,0.0096401858806756,103.7385835118124,2160.431463628907,0.1684672948564152,2111.2930069944805,0.1488151550292968,4.318041430323823e-06,782.8020833333334,0.1850208333333333,0.1850208333333333,0.2059819987464052,0.145651268115942,8.004166666666666,2.5577,782.8020833333334,78.77083333333333,1.93125,2024-05-07,0.1488151550292968,957.0139215429176,2872.1365307894976,2806.810525895415,4774.703845496568,0.1825748846751047,0.2345748846751047,R4,7324.948192830549,128.0,128.0,-1.0,1.7333333333333334,781.7395833333334,78.55833333333332,11.605967709882314,0.1428571428571428,148.43804147389395,2024.0,-1.0,4.6,0.0,183.4,0.975068448245799,0.9697575030718624,0.14843804147389394,4569.913828975989,6916.112689431636,0.4865029917434483
316,2024-05-08,174.0,2024-05-08,5305.104166666667,0.0097088908825707,103.00336697127231,2136.140111440376,0.1782441566926349,2100.5516412615257,0.1521581013997396,3.140235432420533e-06,784.8958333333334,0.1977916666666666,0.1977916666666666,0.2240426844492115,0.1584221014492753,7.931249999999999,3.7115,784.8958333333334,59.6625,1.66875,2024-05-08,0.1521581013997396,946.9604143112568,2839.84294444922,2792.530661233395,4784.938006615189,0.1951768894387393,0.2471768894387392,R4,7395.3193732352465,129.0,129.0,-5.4,1.4916666666666665,783.7895833333333,59.475,11.605967709882314,0.0,275.7237484502643,2024.0,-5.4,6.6,0.7999999999999998,184.2,0.9825841262517263,0.9719831588238269,0.27572374845026426,4583.184600172078,6946.650116594793,0.43656661322330587
317,2024-05-09,175.0,2024-05-09,5245.0,0.0097645646901917,102.41751063484212,2187.3676342213944,0.1581118224425129,2149.49490749026,0.1367683410644531,3.2624468935841373e-06,789.6854166666667,0.1810416666666666,0.1810416666666666,0.2003546072794622,0.1416721014492753,8.637500000000001,0.0,789.6854166666667,54.58125,3.7854166666666655,2024-05-09,0.1367683410644531,943.9437832794646,2907.946210874564,2857.5971746767723,4813.236438650987,0.1786483220162886,0.2306483220162886,R4,7421.863813505818,130.0,130.0,-2.2,3.583333333333333,788.5437499999999,54.35833333333333,11.605967709882314,0.0,360.4400226329087,2024.0,-2.2,11.4,3.1999999999999997,187.4,0.976756937464787,0.9741166095098353,0.3604400226329087,4599.522528148122,6981.185306529798,0.39616375161109646
318,2024-05-10,176.0,2024-05-10,5063.395833333333,0.0099400873724386,100.6223215114477,2185.147995739509,0.1592179870021419,2133.6561208692474,0.1417999267578125,4.469018475216223e-06,793.4708333333333,0.1688333333333333,0.1688333333333333,0.1830894167054907,0.129463768115942,9.94375,0.0,793.4708333333333,57.8875,7.618749999999999,2024-05-10,0.1417999267578125,928.2830204297176,2904.9953629183588,2836.5406596132584,4742.109930718655,0.166601381084005,0.218601381084005,R4,7254.68474364993,131.0,131.0,1.0,7.425,792.2270833333333,57.69166666666666,12.034539138453743,0.4285714285714285,436.3995964674696,2024.0,1.0,14.2,4.6,192.0,0.9669030351375424,0.9751554398980887,0.4363995964674696,4611.329049366068,7010.057115441066,0.4045653850234446
319,2024-05-11,177.0,2024-05-11,4746.708333333333,0.010265432710357,97.4275297182634,2192.6817762415253,0.1566455416739379,2138.205786189172,0.1406084696451822,4.719099599068107e-06,790.7770833333334,0.1540833333333333,0.1540833333333333,0.1622297666604875,0.114713768115942,9.9375,2.3625998,790.7770833333334,66.75833333333334,6.247916666666666,2024-05-11,0.1406084696451822,934.8327560679952,2915.0109762618363,2842.589108818064,4674.128139117995,0.1520463739508022,0.2040463739508022,R4,7126.647643140577,132.0,132.0,-0.6,6.016666666666667,789.6229166666667,66.53333333333333,12.234539138453744,0.1999999999999999,313.31123231458525,2024.0,-0.6,11.8,3.4000000000000004,195.4,0.9627435846797773,0.9729942851403995,0.31331123231458524,4624.48421552829,7040.33295380061,0.42340764792101204
320,2024-05-12,178.0,2024-05-12,4607.354166666667,0.0104202509358218,95.9844659186536,2111.427063298323,0.1902352185904861,2048.541113494279,0.1717948913574218,5.68901723417577e-06,788.3145833333333,0.1873541666666666,0.1873541666666666,0.2092818303919424,0.1479846014492753,10.645833333333334,3.8221998,788.3145833333333,77.27708333333334,7.0125,2024-05-12,0.1717948913574218,942.3267597029176,2806.9887440032007,2723.386446616639,4678.155050149234,0.1848773716792271,0.2368773716792271,R4,7126.576969796469,133.0,133.0,1.4,6.833333333333333,787.1458333333334,77.10000000000001,12.720253424168028,0.4857142857142857,226.81314343727487,2024.0,1.4,15.4,5.199999999999999,200.6,0.9621889904357136,0.9709654676805372,0.22681314343727488,4645.878298209732,7081.412360715576,0.4290414970294151
321,2024-05-13,179.0,2024-05-13,4729.5625,0.0102838563901214,97.25195985626708,2124.858112807575,0.1841480937358482,2064.1532795646363,0.165802001953125,5.448935891309238e-06,790.3416666666667,0.192375,0.192375,0.2163823609863573,0.1530054347826087,12.222916666666668,0.4631,790.3416666666667,63.97291666666666,10.189583333333331,2024-05-13,0.165802001953125,940.2198012189308,2824.84434766006,2744.141686137224,4733.042426436664,0.1898318303220264,0.2418318303220265,R4,7222.788627113175,134.0,134.0,1.4,10.0,789.2645833333332,63.73333333333333,13.205967709882314,0.4857142857142857,445.3411099470813,2024.0,1.4,21.0,8.0,208.6,0.966282975220082,0.9688485578162798,0.4453411099470813,4668.826427216708,7123.522052548856,0.4445893307454402
322,2024-05-14,180.0,2024-05-14,4922.208333333333,0.010080186647325,99.21417334201648,2171.1048890860293,0.1640472201398429,2109.4247931977484,0.1490999857584635,5.415797479688926e-06,789.5145833333332,0.1626041666666667,0.1626041666666667,0.1742800447232083,0.1232346014492753,13.497916666666669,0.0,789.5145833333332,51.85,12.458333333333334,2024-05-14,0.1490999857584635,932.7505373773256,2886.3260737952114,2804.3268715035715,4676.919712660798,0.1604545630997852,0.2124545630997852,R4,7114.021501420601,135.0,135.0,5.4,12.241666666666667,788.4541666666668,51.65,14.205967709882314,1.0,689.0219693990091,2024.0,5.4,18.2,6.800000000000001,215.4,0.9655688319524908,0.9672158022021302,0.6890219693990091,4674.815300856061,7133.473077544559,0.44148163387979966
323,2024-05-15,181.0,2024-05-15,5049.583333333333,0.0099531876230358,100.48649402648329,2218.4745778795664,0.1468975047118857,2157.4999334036115,0.1344540913899739,5.238895941843955e-06,789.2687500000001,0.1448333333333333,0.1448333333333333,0.1491482912085364,0.105463768115942,14.04375,0.4438,789.2687500000001,59.3875,10.397916666666667,2024-05-15,0.1344540913899739,932.629285943706,2949.300630464332,2868.239274527065,4673.175306144215,0.1429186576130309,0.1949186576130309,R4,7095.181842596417,136.0,136.0,2.2,10.2,788.2229166666666,59.175,14.805967709882314,0.6,508.0741286876252,2024.0,2.2,18.6,6.800000000000001,222.2,0.9622428673797895,0.9656194838910165,0.5080741286876252,4677.5607846017765,7138.003355247789,0.44510040774787774
324,2024-05-16,182.0,2024-05-16,5227.270833333333,0.0097817293661894,102.24210525274783,2265.258658912667,0.1317605315929287,2213.0777744441352,0.1194419860839843,4.373735552028858e-06,788.8458333333333,0.1238541666666666,0.1238541666666666,0.1194792691812508,0.0844846014492753,15.145833333333334,0.0,788.8458333333333,51.45208333333333,10.672916666666666,2024-05-16,0.1194419860839843,929.9221531030352,3011.4966641995934,2942.1259727363067,4634.4803188673895,0.1222168324956082,0.1742168324956082,R4,7039.968543794565,137.0,137.0,1.0,10.458333333333334,787.9145833333333,51.25833333333333,15.234539138453744,0.4285714285714285,617.1622664200491,2024.0,1.0,21.0,8.0,230.2,0.9587110596465558,0.9644097520718768,0.6171622664200491,4686.4236504290775,7151.318782918627,0.4670920444992568
325,2024-05-17,183.0,2024-05-17,5328.791666666667,0.0096880343511591,103.2303908571139,2283.124664843632,0.1257235459918094,2231.248668716931,0.1143480936686198,4.308542717998816e-06,787.78125,0.1046666666666666,0.1046666666666666,0.092344046453217,0.0652971014492753,15.402083333333332,0.0,787.78125,44.32083333333333,12.51875,2024-05-17,0.1143480936686198,918.4727873868292,3035.248219922372,2966.2828553389827,4534.123866777984,0.1032829884706368,0.1552829884706368,R4,6856.722493971474,138.0,138.0,2.6,12.308333333333332,786.86875,44.10833333333333,15.8916819955966,0.6571428571428571,799.9974266764108,2024.0,2.6,21.8,8.4,238.6,0.9538141873450279,0.9635680312054069,0.7999974266764108,4681.401481574917,7139.300472040411,0.47530333906264605
326,2024-05-18,184.0,2024-05-18,5335.416666666667,0.0096826116184634,103.29242088457222,2340.7733933865525,0.1092648174011293,2281.0176749293178,0.1025390625,4.851761191881376e-06,789.8604166666668,0.0918541666666666,0.0918541666666666,0.0742244351853118,0.0524846014492753,14.145833333333334,0.0,789.8604166666668,46.55,12.627083333333331,2024-05-18,0.1025390625,919.8209651143384,3111.8880124773136,3032.4471300452865,4548.580501738794,0.0906398678676428,0.1426398678676428,R4,6830.255494862139,139.0,139.0,3.8,12.433333333333332,788.8562499999999,46.34166666666667,16.72025342416803,0.8285714285714285,774.3685874129685,2024.0,3.8,19.4,7.199999999999999,245.8,0.9494212884961083,0.9637391349609467,0.7743685874129685,4680.251051344817,7133.1465313720755,0.4980741635563549
327,2024-05-19,185.0,2024-05-19,5329.541666666667,0.0096878982526325,103.23572459298492,2342.272821035987,0.108963225848963,2273.358024004356,0.1044960021972656,5.627139140542111e-06,789.3291666666668,0.0864791666666666,0.0864791666666666,0.0666230372875564,0.0471096014492753,13.647916666666667,0.3091,789.3291666666668,58.04166666666666,12.377083333333331,2024-05-19,0.1044960021972656,919.2325312724288,3113.881392503349,3022.2641811274234,4507.88110101039,0.0853359245902892,0.1373359245902892,R4,6728.935935871711,140.0,140.0,3.4,12.15,788.30625,57.86666666666667,17.4916819955966,0.7714285714285715,596.8173738091479,2024.0,3.4,21.8,8.4,254.2,0.945755044648797,0.9633118027601333,0.5968173738091479,4677.459847587327,7123.7664527995385,0.46495996082527863
328,2024-05-20,186.0,2024-05-20,5623.979166666667,0.0094306691988331,106.04992916285067,2385.634845668876,0.0976127827800541,2335.8068875332106,0.0908864339192708,3.956790486485011e-06,786.1229166666667,0.0805208333333333,0.0805208333333333,0.0581966814784167,0.041151268115942,15.05625,0.0,786.1229166666667,38.860416666666666,13.514583333333334,2024-05-20,0.0908864339192708,916.2211442132204,3171.5280510962216,3105.285404094725,4540.892429172518,0.0794563595619051,0.1314563595619051,R4,6822.093048676287,141.0,141.0,3.8,13.316666666666668,785.24375,38.68333333333333,18.310522697894875,0.818840702298274,937.5807359514936,2024.0,3.8,21.4,8.2,262.4,0.9449827934819739,0.9600256702188139,0.9375807359514936,4665.454790968384,7097.14344460464,0.5092492416485844
329,2024-05-21,187.0,2024-05-21,5361.083333333333,0.0096707977677148,103.49964111871788,2307.407697063764,0.1204026023417541,2250.481864469978,0.1116943359375,4.7337649691039925e-06,786.7104166666667,0.0842083333333333,0.0842083333333333,0.0634115939896675,0.044838768115942,13.445833333333333,4.5966,786.7104166666667,65.41666666666667,8.09375,2024-05-21,0.1116943359375,973.5976269840958,3067.5307454696663,2991.8519905122707,4422.33283893608,0.0830951113452058,0.1350951113452058,R4,6628.16922857134,142.0,142.0,0.2,7.908333333333334,785.71875,65.2,18.624808412180588,0.3142857142857143,370.9992168567311,2024.0,-0.6,13.0,4.0,266.4,0.963426697189066,0.9612444740202182,0.3709992168567311,4640.28543335692,7047.373518586124,0.5251464684616443
330,2024-05-22,188.0,2024-05-22,4912.25,0.0100942815674359,99.10089176998258,2169.4919751538023,0.1651767382645379,2120.3645489721807,0.1460545857747396,4.296640227625439e-06,791.3000000000001,0.1612083333333333,0.1612083333333333,0.1723060382923958,0.121838768115942,11.164583333333333,6.5053,791.3000000000001,76.45208333333333,4.054166666666666,2024-05-22,0.1460545857747396,953.0026676333636,2884.181822008586,2818.870481299406,4665.563504162206,0.1590771824812476,0.2110771824812476,R4,7137.572563076923,143.0,143.0,-5.0,5.568421052631579,789.7342105263158,70.0421052631579,18.624808412180588,0.0,271.8781896342076,2024.0,-5.0,17.4,6.199999999999999,272.6,0.9750089174601001,0.9616885437333562,0.2718781896342076,4631.758683181708,7028.9630321462455,0.5248717856890688
331,2024-05-23,189.0,2024-05-23,5310.354166666667,0.009704708546023,103.0521124757803,2246.9496792893224,0.1370417897990839,2199.215956876116,0.1225268046061198,4.021163195931205e-06,784.725,0.1418541666666666,0.1418541666666666,0.1449351133039665,0.1024846014492753,13.195833333333333,0.0,784.725,45.625,10.454166666666667,2024-05-23,0.1225268046061198,966.2593183919076,2987.156207164516,2923.69769426948,4714.487003631731,0.1399788750988388,0.1919788750988388,R4,7200.587572292036,144.0,144.0,1.8,10.258333333333333,783.7395833333334,45.425,19.167665555037733,0.5428571428571428,681.8504316125952,2024.0,1.8,17.8,6.4,278.99999999999994,0.9921706235634948,0.9633286029542513,0.6818504316125952,4624.705152108903,7013.15758634526,0.5478296720447606
332,2024-05-24,190.0,2024-05-24,5141.5625,0.0098634343989319,101.39864516934747,2225.6036685404392,0.1444497300993619,2170.234385789971,0.130828857421875,4.73273815216399e-06,789.2083333333334,0.1250625,0.1250625,0.1211881105691183,0.0856929347826086,12.175,2.0344,789.2083333333334,71.63125000000001,6.127083333333334,2024-05-24,0.130828857421875,947.56671586949,2958.7782380918416,2885.1688029634943,4561.418385132,0.1234091918370289,0.1754091918370289,R4,6917.124422656107,145.0,145.0,-1.4,6.795348837209303,788.1,68.13953488372093,19.253379840752014,0.0857142857142857,314.73886459972766,2024.0,-1.8,15.8,5.4,284.3999999999999,0.9832427429306573,0.9647458399758856,0.31473886459972766,4611.798613138429,6989.046134845702,0.5391396197684933
333,2024-05-25,191.0,2024-05-25,5428.5625,0.0095984765059367,104.1927615342707,2259.672495221176,0.1330102948841428,2201.311086643715,0.1220041910807291,4.909522232252687e-06,784.8249999999999,0.1130208333333333,0.1130208333333333,0.1041586222555423,0.073651268115942,12.127083333333331,0.0,784.8249999999999,59.82291666666666,8.870833333333334,2024-05-25,0.1220041910807291,952.8193561651406,3004.070265780848,2926.483016943941,4547.832036751494,0.1115267142621825,0.1635267142621825,R4,6870.209805139375,146.0,146.0,2.6,8.683333333333334,783.775,59.60833333333333,19.91052269789488,0.6571428571428571,453.8934243673226,2024.0,2.6,16.2,5.6,289.99999999999994,0.9831798721805817,0.9660677481978143,0.4538934243673226,4602.777462969393,6970.729146417044,0.5491812049151175
334,2024-05-26,192.0,2024-05-26,5021.875,0.0099820754891904,100.20530216984577,2170.005167702143,0.1651849522980264,2103.600164096757,0.1516507466634114,5.848811311993143e-06,790.1020833333333,0.1323541666666666,0.1323541666666666,0.1315000844614221,0.0929846014492753,12.197916666666666,6.6612,790.1020833333333,76.425,7.802083333333333,2024-05-26,0.1516507466634114,953.4239421044232,2884.86407418378,2796.583450663386,4494.156975505485,0.1306044637249116,0.1826044637249116,R4,6785.869812304506,147.0,147.0,3.0,7.972727272727273,788.85,74.0909090909091,20.62480841218059,0.7142857142857143,277.42879631165107,2024.0,3.0,15.8,5.4,295.3999999999999,0.9787776940598198,0.9668833251594169,0.27742879631165107,4589.634743351982,6946.3929208819045,0.5527966086918586
335,2024-05-27,193.0,2024-05-27,5014.729166666667,0.0099870501613771,100.14132593224332,2232.254778745625,0.1423779983552182,2173.10526034546,0.1301345825195312,5.045250798466753e-06,794.5791666666668,0.1366458333333333,0.1366458333333333,0.1375694176666066,0.097276268115942,14.077083333333334,0.0,794.5791666666668,56.80625,10.9875,2024-05-27,0.1301345825195312,950.9931777886352,2967.620405460824,2888.985421923618,4650.717440253702,0.1348393951789226,0.1868393951789226,R4,7057.9053367993565,148.0,148.0,1.0,10.783333333333331,793.5166666666668,56.59166666666667,21.05337984075202,0.4285714285714285,561.6723140081043,2024.0,1.0,21.4,8.2,303.5999999999999,0.9799528754767288,0.9676751043165956,0.5616723140081044,4583.754387196057,6934.6155430023455,0.5611059804105031
336,2024-05-28,194.0,2024-05-28,5009.229166666667,0.0099919915022836,100.08822858131396,2275.0528299113034,0.128388740533194,2215.3115382065607,0.1185213724772135,4.995020265109147e-06,795.8395833333334,0.1135,0.1135,0.1048362662541794,0.0741304347826087,15.252083333333331,0.0,795.8395833333334,50.90416666666667,12.9375,2024-05-28,0.1185213724772135,935.3210428122226,3024.5173023395005,2945.0955992258414,4582.20595263322,0.1119995464148148,0.1639995464148148,R4,6919.580199108283,149.0,149.0,1.4,12.758333333333333,794.8666666666667,50.71666666666667,21.539094126466303,0.4857142857142857,726.5631568771795,2024.0,1.4,23.4,9.2,312.7999999999999,0.9739514392533465,0.9678640211908547,0.7265631568771795,4576.989118622658,6920.726878551466,0.563787493801801
337,2024-05-29,195.0,2024-05-29,5205.645833333333,0.0098021692330808,102.0298743162906,2316.384532837276,0.1160553136181459,2255.398585826836,0.1084912618001302,5.007621385418282e-06,792.8854166666666,0.0959375,0.0959375,0.0799991405650019,0.0565679347826086,15.4125,0.0,792.8854166666666,48.11041666666667,13.802083333333334,2024-05-29,0.1084912618001302,935.4982751004364,3079.4647958619403,2998.388414026963,4533.308930980285,0.0946692201248572,0.1466692201248572,R4,6812.570976111198,150.0,150.0,3.4,13.633333333333333,791.9458333333333,47.89166666666667,22.310522697894875,0.7714285714285715,813.3910563030491,2024.0,3.4,23.4,9.2,321.9999999999999,0.9678034325788589,0.9680748748449318,0.8133910563030491,4566.998663253806,6900.540388088236,0.5855958457743312
338,2024-05-30,196.0,2024-05-30,5398.708333333333,0.0096246219964343,103.90713526104528,2360.729630411944,0.1039734584013754,2303.417465497765,0.0976295471191406,4.60924495179284e-06,791.35,0.0855625,0.0855625,0.065326674855381,0.0461929347826086,15.525,0.0,791.35,43.49166666666667,13.65625,2024-05-30,0.0976295471191406,935.7469042891962,3138.418378444788,3062.226022760359,4535.8057243911735,0.0844313761243841,0.1364313761243841,R4,6806.429324355247,151.0,151.0,2.2,13.458333333333334,790.4354166666667,43.28333333333333,22.91052269789488,0.6,875.2920478714706,2024.0,2.2,22.2,8.6,330.5999999999999,0.9625743835724947,0.9685029594435823,0.8752920478714705,4559.950477934076,6883.859015271141,0.6040336873065757
339,2024-05-31,197.0,2024-05-31,5519.791666666667,0.0095182909662253,105.06657099650036,2426.7859498858934,0.0880374250709061,2373.0069717572032,0.0837618509928385,4.193726701068254e-06,792.2395833333334,0.078,0.078,0.0546316847899345,0.0386304347826086,15.460416666666667,0.0,792.2395833333334,43.49583333333334,12.622916666666669,2024-05-31,0.0837618509928385,935.7306770147288,3226.2354517677027,3154.7402109918203,4597.113444707962,0.0769688512806657,0.1289688512806657,R4,6889.745782420228,152.0,152.0,0.6,12.475,791.35,43.3,23.281951269323446,0.3714285714285714,820.5073697024569,2024.0,0.6,21.8,8.4,338.9999999999999,0.962714876744132,0.9697713117763771,0.820507369702457,4564.449733500503,6886.21782158891,0.6054986832370075
